"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Curacao","CUW","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","13.3891041568466","12.1203957799436","13.2309141254979","13.5794674015489","14.1997457898254","14.7875835738943","13.7933786511882","14.2413895442656","15.4059994941628","16.1320463218441","16.5564691732432","16.701230847832","16.3313115500614","17.3866421933943","18.3570374303086","18.029893977896","16.980221989016","18.0663250931717","19.4570496400761","20.803407505746","18.4350342490507","17.8419789921569","17.1172284731415","18.3161200731276","18.8469269058609","20.7966335767945","21.2956362120587","21.4312693114226","22.0150698014494","21.8288375781342","23.1684581894033","24.31188563645","28.4229518891301","26.9496263455086","23.2492377292522","23.0541633071918","23.1497766022135","23.3347688877135","23.5211674986721","24.7157220076717","24.0473874693333","23.5160580075036","23.819883399544","23.8334479788945","23.0747988940916","21.9401064770959","22.5522799224155","23.1630420589386","24.0823122177867","",
"Czechia","CZE","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6166021635235","16.5352256889033","16.1241883041147","15.2021454386609","14.9979091243393","14.2860567923411","14.7763284118601","14.3940909280327","14.6706596068644","14.4922139897488","14.9342597779117","15.3637066407322","14.4719480929411","14.2247635579556","14.6226925120358","13.6910275601823","13.6005403617534","13.5150877074659","14.4031469799321","14.8219229571973","14.986384060872","14.3234419623065","14.6856290224908","14.7706497791672","14.8067786190684","14.65729130846","14.524571696195","14.0731168065984","12.9358385035563","12.6419883935481","","",
"Germany","DEU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","10.7447372460267","10.8795347401674","10.4369869044173","10.0082100578304","10.133208586243","10.4525700227949","10.4549552861147","10.3419883863164","10.2450315018311","10.0200259386562","9.75867311270948","9.71481031802017","10.1536576327918","10.1597578749204","9.90160625351422","10.0478215258496","9.7806399941492","10.213302792935","9.79639199253197","11.5872606982866","11.700050880466","11.4183937086733","11.6240302064178","11.444000568442","10.8612643630481","10.6964792240669","10.7927073495161","11.4101403785793","11.5919442540124","10.8469025702222","10.7123003022453","10.8550033246906","10.2875222412169","10.4854431549935","10.6677987618396","11.1438034473806","11.2809690772605","11.386164409368","10.9693202755288","11.2547082949694","11.3944179004278","11.3850059987166","11.2604642281679","11.257498420106","11.0792181745935","11.1999003335225","11.2376680568792","11.2143835151405","10.4109728028015","11.0225053448154","11.0108628299","","",
"Djibouti","DJI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","29.0094807210035","28.9334901464964","29.1380271543528","26.7550208677107","26.5288296049769","27.1102705101025","28.1555652564996","28.5925495239975","28.6532702152372","28.2384517828259","27.247412038156","27.9510693488915","29.1268445120761","30.6034943812589","32.8665235959333","32.2898571607778","32.4493923075407","31.4237824649966","29.7309607065473","29.1386375357092","29.4762042121132","30.8662585269785","31.5895044604022","31.7355683200248","32.029247489339","31.8221219420916","32.2070729134714","32.0893083367811","31.500941763127","30.1926754363636","30.1937128403241","30.2738918313787","31.2356786779335","32.9896907527703","31.8928909651121","35.1418397665865","33.4227790621361","32.9767812920754","32.7637143283641","32.8089690985065","33.5146741563207","33.7961426931306","36.5850723841222","34.1560427381574","33.4903267444358","33.2797095205553","32.3839236687064","34.9773905428147","34.470930251185","35.004012294038","30.6692719191866","31.404169068147","",
"Dominican Republic","DOM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","13.8522692965684","13.4382463323098","14.4204805687528","16.0813514114248","13.2633177274453","12.5373329554621","11.3509631632308","11.0314977813341","10.3071894458166","9.71261555552617","7.97832450347147","8.45715029390712","9.02277039848197","9.69124558967762","11.2818955384209","11.2446214001321","11.7008873533127","12.3845917958153","10.2967892812404","7.59081769799995","10.8703353772716","11.154462736089","10.5341580201292","10.5746248391509","10.3443425255087","11.4087879252525","11.4316696590021","11.5292954816426","12.1644136566349","13.3805069856065","13.2167276126136","11.7451429764128","12.5218843188301","13.6981611220213","13.9947598935454","14.8862683653105","14.1702312718161","12.6456822696646","12.2208185452575","12.3149237684384","13.0522728344989","13.5308947991171","13.4195317720907","12.9465144403685","13.0122120950846","13.2405929902511","13.1860453348741","13.3507977295028","12.5090343908959","14.363500378044","13.9061030281253","14.4534857399977","",
"Algeria","DZA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.95083590873288","9.44225677920066","10.0433579424411","10.5575828241893","10.4943086292621","10.3693049104878","10.5707150840854","10.4913632655926","10.2431365895343","9.99720906511471","9.70272922138566","9.43797174584414","9.68851505779053","9.34951765302426","8.86146995403474","8.44450115515155","8.34294723880223","8.12003396781676","8.2414510123296","",
"Early-demographic dividend","EAR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","12.5717243844312","12.9003848903759","13.4317405500883","13.6529855099678","13.9233581660812","","14.1214883934009","","13.8375363413045","13.149425849424","13.5397699226682","12.9627859184888","12.8607623962856","12.3832923537299","12.6636924035116","12.2157743670095","11.9683577484324","12.369858093542","11.411290801812","11.8966207581248","11.7830616113155","12.0536315028375","12.8287472710299","11.5786659026473","11.4859621089585","","","","","","","","","13.0693327664984","12.2318373162109","12.0901227929886","12.044615969806","12.1295259670646","12.3705326626788","12.1564594062342","12.7038017279612","12.868533954372","12.7006331897029","13.2190029781729","","","","12.0673627854346","","",
"East Asia & Pacific","EAS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1748574444097","11.6064690724595","12.1400069076408","12.4597463528058","12.1030405583771","11.8997958240177","12.0891507273795","12.137216591065","11.9714159927126","11.7399864567011","11.4850896232135","11.3915723784375","11.636604382543","11.5574167103668","11.1762320789935","10.7152277389533","10.8715828250078","10.8975552991339","","",
"Europe & Central Asia (excluding high income)","ECA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8929014412989","16.6573205734863","13.4816269500776","","","","","","","","","","18.0453656019381","17.8007437820987","17.7512456525663","17.7541817847751","16.9016965097798","17.4025454337721","16.9973625432098","16.9415061179558","16.9113274077583","16.4577865289332","16.5391058932533","15.9703556501539","16.2327482813877","16.3732480727017","15.5769431878363","16.9720190932898","",
"Europe & Central Asia","ECS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","16.1797134006599","15.5577254628834","15.9750061167183","15.8005101184919","16.4244906389186","16.49516638884","16.3721091261184","16.2468530708284","16.894203762063","17.1100936152069","17.4903729705285","17.4084670154919","17.3717351822995","17.6323495746768","17.9562460141472","17.8564115637984","17.8370172347944","17.8078206744359","18.1716560884796","18.7813095376208","18.669012896612","18.3395811870763","18.6597799259651","19.28216015427","19.4130931471917","19.8284624948029","20.1094650942586","19.8518254879818","20.1509436739591","19.8379414740112","19.3422043047031","19.1311471984649","18.8363608406355","19.4504817224356","19.7399434972215","19.9363770678694","19.5624854511999","18.4509547472418","18.8495931146895","19.0427960879492","19.1268422612398","19.3403461463301","19.3390412912915","19.0802980931688","18.9649840642752","19.1433072857525","19.2929754341","19.2117794548176","18.903480379817","19.5523235009428","19.6322661179533","21.4223843635451","",
"Ecuador","ECU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1232339142175","14.0206757250712","16.3890534868359","14.5417706457609","13.6893043126773","14.2925485653785","13.4008895884716","12.9414345922817","12.73586840639","13.0891981784206","","",
"Egypt, Arab Rep.","EGY","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","20.5216145931482","17.3313844226352","25.5179722042899","23.0710966447624","21.285197869102","","26.2442996941523","21.6957605985037","21.0827067669173","18.4462025316456","17.254691689008","16.3197278911565","14.5708737864078","14.349025974026","13.838961038961","13.2348643006263","14.7377777777778","18.4802300503235","18.764175257732","19.0474285714286","17.6230392156863","17.4629468177855","15.9646483640466","","","","","13.4077593032462","13.3499401197605","13.8359777457243","14.068635097493","15.8295127084345","15.3498523093448","15.3205248464545","15.6613605833813","14.1300762473065","14.0086354022318","12.3849047590613","13.4980649322726","12.2201408450704","12.5192110970171","","","","","","","","","",
"Euro area","EMU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","13.9923878989864","14.1973434821226","14.2854124111501","13.8757434996482","14.5627986192762","14.7044960847023","14.8618898298148","14.9487794036404","15.3665746095425","15.3829891021417","15.5747404756267","15.9802189331547","16.0770335613111","16.1974789904589","16.7086496431707","16.8462884023652","16.9758336682921","17.1548257645576","17.0437964118922","17.8819497204467","17.9772328974235","17.8396957659562","17.7771522397366","18.5307413956994","18.7027429561037","19.1093544811226","19.4607560823073","19.9042633671337","19.7055079173998","19.2904456209305","18.9034196464487","18.665347175677","18.0285066963276","18.206431356408","18.5720668988418","18.7369037698995","18.3385585459647","17.5967874165122","17.9786471690668","18.061019645405","18.532728012638","18.9903562892079","19.0483340569399","18.9538695329364","18.844407419661","18.9963391263858","19.1266812983901","19.1746429712643","18.852480522132","19.1878326987809","19.3509504347559","","",
"Eritrea","ERI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","8.96520744575022","9.3275176773888","8.58695519290787","8.7684123481647","9.02823843313477","8.90677067872316","9.50628595310636","9.67707069138485","9.67711017321328","9.97520821722151","9.23424171292918","10.6460464598035","10.5971991573856","12.5941795282168","14.4403252170179","15.5766802739623","15.4079672737735","16.7399100903837","15.722037702761","15.7882501324313","16.0329147110598","14.8926439687233","15.1175677438788","","","","","","","","","","14.6359726483881","15.4578816147015","15.8427663944214","16.3947357919559","12.7731852373898","10.1892841498989","12.3552539351712","11.8256931383282","11.7062948133333","13.5446525722175","14.0482352839264","14.0820816990338","13.6838393292056","13.6257034043746","14.1254961741386","13.6580229877723","13.4462555370373","14.8775287865224","15.496178371307","14.9927519014579","",
"Estonia","EST","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5799392838281","12.5027143560438","15.427659641998","20.2755035622768","22.8390173739655","21.8490911610692","21.9671891680782","22.1073473986806","20.9245903191704","19.6861614691059","19.2347051088645","19.6286040279847","19.8240184627071","20.2281908937352","19.0966557318789","19.9559905072248","20.260803407453","19.3870577164993","21.7176782492491","20.1886259760194","19.4461104284907","20.1620993799871","20.239593208473","20.7046889899527","21.5659169044997","21.6774027118622","20.8680916555804","20.8332765978306","21.0626465669172","20.7215984585967","21.7403923673014","21.016686284165","21.4214878231849","",
"Ethiopia","ETH","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.42888434813352","7.26923684243452","5.46444020842868","5.76799563491457","7.49133792136953","8.22432020449962","8.734556381743","10.2666068991452","10.987988994342","10.6198479060259","","8.08387167264084","9.70983167885198","9.11689550681182","9.68076220287628","8.72441638457737","8.26284585481565","7.81252966616113","7.81414425408042","6.58118138102551","8.1634410798229","9.20935861701915","9.37759471505438","8.76472537700643","8.81195539315636","8.35133826701354","8.08706320892815","7.60392938472836","7.51992183038243","6.66173827845392","6.19630068675837","5.32472596203915","4.49688508975156","3.93105822731496","",
"European Union","EUU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","14.7399454841056","14.8043480003428","14.3334232816761","15.0934506836922","15.2673191342252","15.3679969893641","15.3940524214805","15.7613808461912","15.8105896339706","15.9277357357077","16.3596276348248","16.4948038515412","16.706198757565","17.2289192492301","17.4435308877523","17.5643015460128","17.6459558575153","17.7889886819419","18.4119048491421","18.3593528959682","18.1663235327864","18.2317931821583","19.3193496482448","19.4392194548989","19.7791098960795","20.1533770111419","20.4862907613362","20.2574241804242","19.7260084144592","19.3608253223195","19.1941461920422","18.598569094491","18.8553777958228","19.1747878091593","19.4383467212219","19.0176196996682","18.2480468905508","18.6018332301619","18.6594307068357","19.0704765097732","19.4820865384507","19.5942066572876","19.5002953437243","19.4211460256027","19.5532427724009","19.6272670331696","19.7041154554694","19.3842024184321","19.7507645013846","19.7708146687632","","",
"Fragile and conflict affected situations","FCS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","21.7635809565054","22.0017598266341","21.346377560581","22.1574909021636","24.6998680457492","24.2183463714478","22.4166806084128","21.1858770392257","21.4562024663807","22.5311105709769","22.1680113766175","22.3450781048171","22.7460622224696","23.4859382548383","23.9809213034645","22.6733444515387","24.1936366598384","24.65258657057","24.4172393128129","24.4354630930636","24.8828310328108","22.4449646330741","23.1348851429808","20.7223678062852","21.9333771340596","22.6246794987541","22.7175727179879","22.3921883866087","24.2502896191691","21.8922226909061","22.4744004311506","22.0632242245277","21.8147800505226","21.7956348001409","21.4247285391152","21.0666153459604","20.4923476085311","18.884089470933","18.60088122585","20.0526169335458","20.2018185629161","20.7270868858018","20.735954919725","20.5868919844713","20.9872193661139","20.8810623659359","20.9641879217783","20.7845948733429","20.0057532774645","20.8297824444051","21.1993912863772","25.381806717452","",
"Fiji","FJI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7570707070707","21.871694417238","21.5925668634943","21.4021803766105","21.4900303018967","22.2061424086037","21.2078200321371","","","","","","","","22.3492148047133","21.5360119047619","23.3862792496761","19.2096698424659","22.7136293118166","21.7493556604798","21.8225644213838","22.9170933172774","22.8925761350793","23.4756627460653","23.9766794222305","24.8700529867802","23.5346235421212","24.669942067799","23.9933534165529","22.8238315509414","17.1846695023088","15.8621129929227","18.526973447353","20.6686683593726","",
"France","FRA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","18.8487701577415","17.9861410611766","19.0368005240054","17.9230619949189","19.0358476768203","18.3996877814681","18.438578314968","19.0092416851206","19.4796702830561","19.5700098171539","19.8282142358137","19.673068243953","19.7779996227244","19.8639637697076","19.8274464354591","20.0390899078666","19.3648715377277","19.0634903538658","18.9060035959745","19.0732292787978","18.6235360567864","18.5020170657823","19.1964876614466","19.5966740550192","20.5321010378968","21.2050966247779","23.1752076924494","23.7873401244886","23.5306025928572","23.563254487096","22.764124672502","22.2935305694438","22.3223206875365","22.405869035214","22.6603947257799","22.2192097607056","22.0891842345504","20.7468106096774","21.9860264776611","21.8260251212647","22.608974141338","23.2041011683014","23.1556593525911","23.2974119760792","23.1463283405753","23.7863349624871","24.3098642807809","24.6605263993177","24.7888064416138","23.9794445386059","24.534247684466","23.1103805885841","",
"Faroe Islands","FRO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28801638335656","4.39601604940122","4.6611358838246","4.96407310466763","4.89180155643093","5.46654155675152","12.5440666117082","5.41824367855025","6.13769630769231","10.6301512534819","25.8346844387755","19.9137218274112","7.03115469536401","","","","",
"Gabon","GAB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0605243331958","16.0588356064828","15.1052288790252","12.8300685455322","11.4680637070479","11.0849703006568","10.2153363843183","11.4795282431197","12.4267778515677","9.49032554464136","","","",
"United Kingdom","GBR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","23.0184853204808","21.0715830724992","23.7460735062314","24.2656075553197","23.8006952491309","23.3257744536389","22.1542220674458","21.9037787093631","23.876065932529","24.639426203616","25.8661393285258","24.6485304999056","24.7776311010935","25.1335734201353","24.5006836277848","23.1587950829559","22.990749915473","22.7622715847149","24.1512945995683","24.847137041141","24.2803159914902","22.9810917661155","23.7970949924584","23.2315738191807","23.0650125880089","23.7371316491942","25.0251126438531","25.4816687882459","26.089164498452","25.7422554934628","24.9615800725006","24.5554042090574","25.1523282654273","25.488132609925","25.770394514272","25.9947159105991","26.4580823293173","24.1727477108113","25.2733978923915","25.8349322442695","25.1030655622434","25.1363423809099","24.8805109652867","25.0666466296295","25.4550384230121","25.5968599008299","25.5467164489775","25.1112729590706","24.7854276187243","26.4149383040168","27.173147226044","27.4079784300961","",
"Georgia","GEO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.41484296030328","7.87643789582526","10.6237239017322","10.0157304713168","11.1912784236245","11.4014330393341","11.8046748576566","11.6215128755365","10.9223385995026","15.102348258909","16.5426085759279","18.5701129087231","20.9552895761984","24.2245044534965","23.5093961970421","21.1106596234593","22.6614046515192","23.0885041402301","22.0625986684055","22.0531492339701","22.3477480606692","23.0424315377671","23.0135462022254","22.0478688235553","22.8972770783896","21.1807829038543","21.4728937487649","22.9022783420258","23.5992189173728","",
"Ghana","GHA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4367986938714","13.1595956217207","10.7686571823574","13.1492471785336","","","","","","","","17.1929278946802","17.4931112111661","18.4776861347961","21.7521055188451","21.321508315786","12.534618528847","13.8779845463992","13.8959679074555","12.6124615220586","13.3883874032931","14.8657903615734","15.3681810106551","10.671836497112","11.2521859793493","11.6905632099655","11.058329192094","11.5770312754335","12.244241507483","11.9969959057137","11.3404319629261","12.2446867253345","12.2975358062853","","",
"Gibraltar","GIB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.82541461561339","8.30241553782468","7.36967442326664","7.43568715023211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2047799785766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.48153396321025","8.85787789138106","8.57391759360204","7.03410666576927","8.92574584419575","8.79463362303258","8.84934172638124","",
"Equatorial Guinea","GNQ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.66888288644266","7.54668815352279","7.78635988913296","12.7630966475237","7.5861592239033","7.01579011251936","8.7422190526891","8.51634994290945","8.29890080820683","11.4567349338539","6.38440698934831","5.9818468716613","6.1689089093843","9.30194361410621","8.01129013446091","5.39509912593539","6.5959868257378","","",
"Greece","GRC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","13.084667541896","12.6597206904643","12.8146380636764","12.8821094708042","14.2986221674795","14.1618784901922","14.4878235873885","14.0920525588091","13.9654045414103","12.4966362809105","15.1455194050877","15.8178508235395","14.1672041573083","14.0069320569322","15.8125098602694","16.586142787069","15.3105815237433","13.1836602159742","15.3345693084335","","","","","18.8429151205785","19.075319278645","20.1397117181124","21.2361125370926","22.2860306923914","23.309875911687","21.6130465155138","21.8769704329815","20.2520438018772","19.6220114639512","20.7928823703071","20.3113525444312","20.5440647006846","20.4892108105139","20.0467212280259","20.4346791237019","22.4592713947757","24.9543887136577","24.7308046940324","25.3987231791514","25.3959107582621","27.0349616993722","26.7428191688464","27.1083919768284","25.9324359654947","24.9917156858479","25.5777359596935","27.6693971786038","26.6335826101613","",
"Grenada","GRD","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.86521167042449","7.32568643787739","8.31394870079594","7.81982716975758","6.76522723609661","7.71473124255776","8.52966373904846","8.69766927303715","9.37193397451466","10.2471509266561","10.0649764496874","11.0386722099797","12.0735961626442","11.8583959396845","11.7428498298475","11.3843835155732","12.0510563506017","12.2552412852976","11.4590303096883","10.5046855711114","10.6050218415249","11.0178435431948","11.0095522578867","11.1022939088883","10.7778159390611","10.3582515633584","10.4215148960743","10.6355739667045","10.5609499289313","10.4353913291649","9.95508996692912","11.5588954472974","11.8188543621451","11.5678614669368","",
"Guam","GUM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","14.1164554142277","13.7691767922941","14.2614725344538","13.9279054491835","14.0559625961829","14.466890759157","14.3733727007206","14.5666400982784","14.9608579792181","15.2911208954098","15.1828685709805","14.4786828540149","14.3777729633525","14.5855182797359","14.5911044701209","14.9132427485578","14.7407612792818","14.6786319446934","14.6629179712737","14.5783023445188","14.2325062829432","14.1903642942965","14.792851192258","15.2826144018351","15.5592917551544","15.8040589352969","16.223262432665","16.1936007314417","16.8399699268411","16.3010896397131","15.1228586117048","14.8538616391209","14.8756539568895","15.6343928824969","16.0533998410273","16.160165730489","15.5679632181331","13.9088413518619","14.1141839473922","14.4977801957179","14.6897099958633","15.0598288512778","15.2355081478698","15.24695645888","15.1088625575053","15.4896067960182","15.088557758056","15.0169746507994","14.9503789827585","15.8729854739723","16.4631975321582","15.384007631135","",
"Hong Kong SAR, China","HKG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","10.6724788712627","10.827397853556","11.1213146447559","11.085409252669","11.6617215008057","13.093741033056","7.90057711513867","8.13705009680964","8.81390861118508","8.64389432718534","","","","","","","","","","","","","","","","","","","","","","13.7464657766749","14.4958593254183","14.5349539639745","15.2383560846971","16.3850005480222","16.1305159842983","14.1619701907107","14.4250984008607","14.7879787886259","14.7474723155071","15.0632419088149","16.5426382434487","17.3444720611594","","","","","15.066131552103","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.005964413879","","11.0330211745337","10.7514575964291","11.1198205101269","11.2771738813842","11.066641641392","11.5926352540837","11.6396238501424","11.8431224038586","11.48333379555","","","","",
"Croatia","HRV","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4957108971146","19.2137006940934","20.9797310204422","26.1624426755314","23.490744304433","23.1204865642999","22.2841315073274","24.2414820697298","23.3889108662375","22.7851981653961","21.8785131056257","22.222094450956","21.6704960225351","20.882954566487","20.885012919611","21.4531858175254","21.4858234476197","21.2680500753445","20.2751683982246","20.2786868701383","19.6439220715243","20.1280057346355","20.596871380544","20.3809990230477","21.4136482812976","21.9021345418353","22.0166214802731","21.7868640064569","21.9730193882753","20.8739138501124","21.0708503083676","21.6752167779461","21.4922816843304","",
"Haiti","HTI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","35.13355273722","33.9232085555418","36.6336484207121","34.5596716860911","29.8572341905933","34.1303782570866","34.1481003703144","33.5211515596914","28.8376371736574","28.0331616252036","25.4661872727268","23.9958935451066","24.9289055431283","24.1158616614856","23.0916335586681","22.8304438930091","20.8898361559331","20.7321964296248","21.7636593019673","22.3512215738023","21.3797375690868","20.8845406070754","20.6845560575176","20.3833165834293","19.919313955977","19.8288097717827","21.391802600658","23.2735248156211","23.3408896848246","22.6349958124257","21.0755779468166","22.9290319408291","22.8744366474572","23.0029515544783","23.2221491904117","23.0006172635172","22.845714410355","22.4479923581732","22.2398241353198","22.6858959289388","21.3456992963306","23.3581046211219","","",
